CustomerID,FullName,Age,Gender,Country,SignupDate,PurchaseAmount,Email,HasEmail
100800,Sarah Ndlovu,47,Female,United States,2021-10-12,156.46,sarah.ndlovu917@example.com,True
100272,Robert Brown,53,Female,United States,,140.12,robert.brown280@example.com,True
100127,Karen Johnson,26,Female,Canada,2024-11-18,214.4,karen.johnson984@example.com,True
101071,Zola Kimani,40,Unknown,United States,,183.46,,False
100369,Wanjiru Johnson,24,Unknown,United Kingdom,2024-07-23,174.66,wanjiru.johnson907@example.com,True
100237,Joseph Miller,66,Female,Unknown,2024-06-07,140.12,joseph.miller989@example.com,True
100791,John Abara,74,Unknown,Canada,2023-12-25,105.21,john.abara333@example.com,True
100512,James Martinez,46,Male,Kenya,2020-11-29,99.49,james.martinez534@example.com,True
100892,Jennifer Williams,31,Female,United Kingdom,2020-05-26,173.4,jennifer.williams355@example.com,True
101279,Charles Garcia,35,Unknown,Canada,2023-09-19,186.07,charles.garcia848@example.com,True
101322,Mary Brown,26,Unknown,United States,2020-01-03,135.12,mary.brown787@example.com,True
100798,Barbara Williams,65,Male,United States,,288.12,barbara.williams925@example.com,True
100972,Jennifer Garcia,61,Unknown,Canada,2020-01-02,116.37,jennifer.garcia780@example.com,True
101380,Linda Garcia,47,Female,Kenya,2022-02-21,293.22,linda.garcia170@example.com,True
100107,Chidi Ndlovu,51,Female,Canada,2021-08-12,238.5,,False
100289,Robert Garcia,45,Female,United Kingdom,2021-01-28,261.44,robert.garcia418@example.com,True
101209,Joseph Garcia,45,Female,Kenya,2024-08-27,20.42,joseph.garcia189@example.com,True
100002,Robert Smith,73,Unknown,United Kingdom,2023-02-06,92.21,robert.smith881@example.com,True
100611,Sarah Ndlovu,28,Male,United States,2024-03-05,139.13,sarah.ndlovu404@example.com,True
100269,David Johnson,73,Male,Canada,2022-10-28,50.77,,False
100615,Elizabeth Garcia,62,Male,Canada,2021-09-30,89.39,,False
101093,Susan Ndlovu,45,Male,Unknown,2021-09-07,164.72,,False
100456,Joseph Mensah,45,Female,Canada,2022-06-25,63.33,joseph.mensah202@example.com,True
100201,Michael Brown,44,Female,United States,2021-08-14,123.3,michael.brown234@example.com,True
101160,William Abara,50,Female,Kenya,2021-06-17,140.12,william.abara431@example.com,True
100771,Charles Rodriguez,63,Unknown,United States,2021-12-02,140.12,charles.rodriguez921@example.com,True
100877,Jessica Kimani,19,Female,Unknown,2021-06-07,206.76,jessica.kimani968@example.com,True
100080,Kwame Kimani,38,Male,Kenya,2022-07-03,140.12,,False
100943,David Mensah,45,Unknown,Canada,2022-08-15,111.57,davidmensahAT example dot com,True
100457,Sarah Okafor,50,Unknown,Nigeria,2024-11-05,63.5,sarahokaforAT example dot com,True
101431,David Okafor,33,Female,Canada,2023-06-19,222.11,david.okafor793@example.com,True
101026,Sarah Jones,74,Female,Nigeria,2021-10-24,187.24,,False
101057,Elizabeth Davis,26,Male,United States,2024-11-14,161.99,elizabeth.davis667@example.com,True
101141,Kwame Smith,71,Female,United States,2024-11-23,141.46,,False
100725,Elizabeth Davis,41,Female,Unknown,2020-07-28,140.12,elizabeth.davis816@example.com,True
101283,Joseph Williams,24,Male,Kenya,2023-05-11,94.88,joseph.williams928@example.com,True
101243,Sarah Kimani,63,Female,United Kingdom,2022-03-18,207.47,sarah.kimani187@example.com,True
100998,Michael Ndlovu,55,Male,Nigeria,,362.45,michael.ndlovu219@example.com,True
100353,Richard Rodriguez,62,Male,United States,2024-06-02,87.3,,False
100897,John Rodriguez,37,Unknown,Kenya,2024-07-05,146.12,johnrodriguezAT example dot com,True
100773,Mary Kimani,37,Female,United Kingdom,2022-07-13,140.12,mary.kimani33@example.com,True
100279,William Kimani,45,Female,United Kingdom,2022-06-16,139.1,,False
100767,Richard Mensah,45,Unknown,Canada,2023-03-23,61.21,richard.mensah408@example.com,True
100920,Sarah Garcia,45,Male,Unknown,2020-03-13,131.84,sarahgarciaAT example dot com,True
100558,Susan Kimani,44,Unknown,Canada,,180.93,susan.kimani272@example.com,True
100293,Michael Mensah,22,Unknown,Nigeria,2024-04-19,178.19,michael.mensah218@example.com,True
101016,Sarah Mensah,19,Male,Kenya,2021-07-28,164.15,sarah.mensah751@example.com,True
100856,Robert Okafor,36,Unknown,United Kingdom,2021-08-01,266.08,robert.okafor300@example.com,True
100349,Susan Williams,45,Male,Kenya,2024-09-08,140.12,susan.williams692@example.com,True
100397,Sarah Smith,39,Unknown,United Kingdom,2023-04-11,53.43,sarah.smith67@example.com,True
100135,William Garcia,38,Male,Kenya,2021-01-16,175.33,,False
101246,Chidi Martinez,59,Unknown,United States,2021-04-02,213.29,chidi.martinez390@example.com,True
101059,John Miller,35,Male,Canada,2022-12-20,57.83,john.miller523@example.com,True
100857,Chidi Miller,70,Unknown,United Kingdom,,122.57,chidi.miller331@example.com,True
100455,Jessica Miller,27,Unknown,Canada,2020-04-12,137.87,jessica.miller687@example.com,True
100802,Wanjiru Jones,45,Unknown,United States,2020-05-09,256.76,wanjiru.jones211@example.com,True
100916,Joseph Smith,71,Unknown,United Kingdom,2023-08-14,79.53,joseph.smith680@example.com,True
101441,James Johnson,22,Female,Canada,2024-03-17,65.51,james.johnson860@example.com,True
101490,Thomas Kimani,67,Female,United Kingdom,2022-10-22,362.45,thomas.kimani276@example.com,True
101488,Wanjiru Williams,55,Male,Unknown,2024-03-04,65.97,wanjiru.williams664@example.com,True
101094,Robert Miller,42,Female,Nigeria,2024-11-04,362.45,robert.miller877@example.com,True
100993,William Rodriguez,51,Female,Kenya,2022-07-17,162.64,william.rodriguez84@example.com,True
100239,Wanjiru Jones,26,Unknown,United States,2024-10-19,135.35,wanjiru.jones320@example.com,True
100061,Sarah Mensah,73,Male,Kenya,2022-11-14,362.45,sarah.mensah825@example.com,True
101244,Jessica Williams,45,Female,United Kingdom,,362.45,jessica.williams771@example.com,True
100891,John Okafor,55,Male,Kenya,2021-08-20,84.91,john.okafor60@example.com,True
100807,Jessica Ndlovu,39,Unknown,Canada,2023-09-07,140.12,jessica.ndlovu669@example.com,True
101375,William Smith,51,Female,United States,2024-03-20,109.76,william.smith788@example.com,True
100975,Patricia Okafor,21,Unknown,Nigeria,2024-07-22,262.98,patricia.okafor710@example.com,True
101065,Joseph Jones,30,Female,United States,2021-12-31,140.12,joseph.jones712@example.com,True
100940,Linda Williams,65,Unknown,United Kingdom,2021-12-08,32.24,linda.williams482@example.com,True
101282,Robert Brown,45,Female,United Kingdom,2021-03-20,120.76,robert.brown187@example.com,True
100292,Elizabeth Johnson,45,Female,Canada,2023-04-16,54.53,elizabeth.johnson950@example.com,True
100368,Karen Ndlovu,18,Male,United States,2024-03-23,109.79,karen.ndlovu127@example.com,True
101468,Sarah Martinez,36,Female,United Kingdom,2023-07-10,74.97,sarah.martinez844@example.com,True
101474,Linda Mensah,18,Female,United States,2024-10-15,89.82,linda.mensah310@example.com,True
100041,Elizabeth Kimani,67,Female,Nigeria,2021-03-26,188.62,elizabeth.kimani583@example.com,True
101391,David Smith,59,Male,Canada,2022-09-04,303.99,david.smith687@example.com,True
100537,Amara Ndlovu,50,Female,Kenya,2024-04-14,125.52,amara.ndlovu780@example.com,True
100632,Jennifer Rodriguez,67,Male,Kenya,2024-03-07,45.11,jennifer.rodriguez925@example.com,True
101045,Patricia Okafor,30,Female,Kenya,2024-05-26,221.53,patriciaokaforAT example dot com,True
101077,Mary Okafor,35,Female,United Kingdom,2020-09-15,204.81,mary.okafor567@example.com,True
100591,Linda Kimani,24,Male,Kenya,2020-07-29,282.5,linda.kimani377@example.com,True
101390,Joseph Smith,30,Male,United States,2024-07-15,281.23,joseph.smith552@example.com,True
101224,James Davis,73,Male,United Kingdom,2023-03-31,265.07,james.davis131@example.com,True
100709,Sarah Okafor,36,Male,United States,2023-02-27,254.65,,False
100679,Sarah Martinez,40,Unknown,Kenya,2023-06-17,112.59,sarah.martinez978@example.com,True
100678,Linda Johnson,64,Female,United Kingdom,,54.95,linda.johnson184@example.com,True
100552,Michael Williams,64,Male,United States,2021-11-12,63.06,michael.williams307@example.com,True
100675,Jessica Johnson,68,Male,United States,2021-12-13,164.32,jessica.johnson562@example.com,True
100324,Kwame Martinez,69,Male,United Kingdom,2021-06-16,77.15,kwame.martinez505@example.com,True
100388,Elizabeth Garcia,48,Unknown,United States,,155.9,elizabeth.garcia776@example.com,True
100672,William Mensah,41,Male,Kenya,2023-07-05,158.87,william.mensah621@example.com,True
100363,Joseph Brown,34,Male,Unknown,2020-12-09,77.57,joseph.brown691@example.com,True
101351,Sarah Davis,31,Female,United Kingdom,2022-11-05,70.0,,False
100482,Mary Jones,28,Female,Unknown,2024-08-29,174.85,mary.jones744@example.com,True
101117,Karen Martinez,65,Female,Kenya,2020-09-22,140.12,karen.martinez705@example.com,True
100472,Robert Ndlovu,56,Female,Nigeria,2024-03-07,156.46,robert.ndlovu396@example.com,True
101409,Barbara Brown,45,Female,United Kingdom,2022-08-25,140.12,barbara.brown462@example.com,True
100042,Joseph Ndlovu,70,Female,United Kingdom,2024-02-09,144.65,joseph.ndlovu933@example.com,True
101398,Linda Smith,26,Male,Canada,2020-09-15,103.73,linda.smith405@example.com,True
101206,Linda Davis,28,Male,Kenya,2023-06-05,148.42,linda.davis441@example.com,True
101320,Joseph Garcia,68,Unknown,Nigeria,2021-04-22,140.12,joseph.garcia577@example.com,True
101201,Susan Kimani,35,Male,Nigeria,2024-02-24,72.9,susan.kimani757@example.com,True
100536,Karen Ndlovu,31,Male,Kenya,2021-01-16,181.48,karen.ndlovu328@example.com,True
100776,Thomas Davis,45,Male,Canada,2023-05-23,255.71,thomas.davis973@example.com,True
100022,Michael Brown,36,Unknown,Canada,2024-04-26,140.12,michael.brown300@example.com,True
101167,Kwame Davis,30,Unknown,United States,2022-01-19,93.63,kwame.davis230@example.com,True
101261,John Garcia,45,Male,United Kingdom,2021-11-15,107.03,john.garcia672@example.com,True
100922,Linda Garcia,67,Unknown,Kenya,2020-12-25,362.45,linda.garcia844@example.com,True
101331,Linda Johnson,22,Female,United States,2022-10-01,103.21,linda.johnson521@example.com,True
100093,Wanjiru Mensah,50,Female,Nigeria,2024-04-20,67.12,wanjiru.mensah793@example.com,True
100255,John Rodriguez,62,Male,United Kingdom,2020-04-27,140.12,john.rodriguez877@example.com,True
100088,Amara Abara,70,Male,Nigeria,2024-10-08,175.27,amara.abara189@example.com,True
101159,Elizabeth Williams,61,Unknown,United States,2023-05-20,139.07,elizabeth.williams347@example.com,True
101447,Barbara Johnson,67,Male,United States,,122.18,barbara.johnson855@example.com,True
100834,John Rodriguez,45,Unknown,United States,2022-01-12,362.45,john.rodriguez885@example.com,True
100454,Linda Ndlovu,64,Female,Nigeria,2022-03-26,140.12,lindandlovuAT example dot com,True
101042,Linda Williams,40,Male,Nigeria,,14.51,linda.williams312@example.com,True
100815,John Mensah,45,Female,Kenya,2021-03-18,60.51,john.mensah128@example.com,True
100499,Wanjiru Smith,45,Female,United Kingdom,2024-07-08,112.51,wanjiru.smith155@example.com,True
100247,Jessica Williams,73,Male,Kenya,2024-02-08,140.12,jessica.williams441@example.com,True
101491,Sarah Garcia,69,Female,Unknown,2020-05-21,362.45,sarah.garcia579@example.com,True
100053,Mary Smith,33,Unknown,United States,2021-10-03,100.35,mary.smith4@example.com,True
100340,Joseph Rodriguez,74,Male,Kenya,,47.67,joseph.rodriguez251@example.com,True
100217,Jessica Kimani,41,Male,Kenya,2024-03-25,158.55,jessica.kimani507@example.com,True
101304,Richard Garcia,49,Female,United States,2023-06-24,144.12,richard.garcia325@example.com,True
100082,David Abara,72,Male,United Kingdom,2023-05-22,140.12,david.abara833@example.com,True
101186,David Mensah,32,Female,Kenya,2021-07-06,156.13,david.mensah808@example.com,True
101080,Karen Garcia,34,Female,Kenya,2023-05-09,140.12,karen.garcia380@example.com,True
100329,Jennifer Davis,52,Female,Kenya,,140.12,jennifer.davis907@example.com,True
101464,William Mensah,32,Male,Nigeria,2023-06-11,141.38,william.mensah374@example.com,True
100913,David Brown,44,Male,Canada,2021-02-13,350.61,david.brown82@example.com,True
101120,Michael Williams,73,Unknown,Canada,2021-06-26,79.69,,False
100901,Sarah Abara,45,Male,United States,2022-03-20,23.06,sarah.abara858@example.com,True
100873,Wanjiru Okafor,37,Male,Canada,2024-08-01,238.19,,False
101225,Kwame Ndlovu,69,Male,United Kingdom,2020-08-18,22.73,kwame.ndlovu678@example.com,True
101112,Wanjiru Miller,34,Male,Kenya,2022-01-10,81.31,wanjiru.miller594@example.com,True
101276,Patricia Ndlovu,55,Male,Nigeria,,140.12,patricia.ndlovu497@example.com,True
100665,Charles Williams,47,Female,United Kingdom,2023-03-19,146.48,charles.williams298@example.com,True
100117,Thomas Jones,37,Female,Kenya,2020-04-21,321.21,,False
100026,Elizabeth Jones,54,Unknown,United Kingdom,2021-05-01,81.6,elizabeth.jones444@example.com,True
101360,Barbara Davis,36,Unknown,United States,2020-02-09,157.03,barbara.davis20@example.com,True
101021,Zola Rodriguez,67,Male,United States,2022-01-15,23.84,zola.rodriguez183@example.com,True
101371,Chidi Martinez,40,Male,Nigeria,2021-09-03,362.45,chidi.martinez712@example.com,True
101383,Wanjiru Ndlovu,45,Female,Nigeria,2022-01-15,192.74,wanjiru.ndlovu938@example.com,True
101129,Karen Jones,54,Female,United Kingdom,2020-09-30,96.61,karen.jones242@example.com,True
100905,Kwame Rodriguez,34,Male,United Kingdom,2024-01-28,171.18,kwame.rodriguez750@example.com,True
100763,Susan Miller,21,Male,Canada,,362.45,,False
100163,Amara Davis,48,Unknown,Kenya,2020-07-14,362.45,amara.davis270@example.com,True
100907,Sarah Davis,58,Unknown,United States,2021-01-06,51.73,sarah.davis893@example.com,True
100737,Mary Williams,35,Female,United States,2020-10-01,112.99,mary.williams427@example.com,True
100164,Susan Brown,44,Female,Canada,2022-10-19,130.98,susan.brown758@example.com,True
100214,Susan Kimani,45,Unknown,Canada,2021-11-14,145.37,susan.kimani152@example.com,True
100460,Wanjiru Johnson,45,Female,Canada,2021-11-17,21.68,wanjiru.johnson917@example.com,True
100744,Karen Abara,68,Unknown,United States,2024-05-29,129.84,,False
100402,Barbara Ndlovu,28,Female,United States,2023-06-29,362.45,barbara.ndlovu459@example.com,True
100246,Mary Abara,19,Female,Canada,2022-03-14,79.04,mary.abara394@example.com,True
100195,Karen Johnson,41,Female,United Kingdom,2020-08-19,362.45,karen.johnson734@example.com,True
100561,David Johnson,50,Unknown,Kenya,2020-10-08,287.02,david.johnson930@example.com,True
101116,David Jones,38,Female,Unknown,2023-08-15,362.45,david.jones361@example.com,True
101190,Patricia Brown,28,Female,United Kingdom,2020-09-11,336.22,patricia.brown219@example.com,True
100816,Barbara Martinez,40,Male,Kenya,2021-09-01,50.69,barbara.martinez202@example.com,True
101364,David Rodriguez,59,Female,United States,2020-12-10,21.12,,False
100654,Linda Rodriguez,45,Unknown,Unknown,2021-04-21,88.96,linda.rodriguez633@example.com,True
100039,Susan Miller,64,Unknown,United Kingdom,2023-03-21,116.79,susan.miller641@example.com,True
100043,Sarah Johnson,22,Female,United States,2024-11-24,140.12,sarah.johnson420@example.com,True
100169,Jessica Miller,45,Female,United Kingdom,2024-07-06,119.81,jessica.miller423@example.com,True
100333,Patricia Martinez,45,Unknown,Nigeria,2020-11-03,81.62,patricia.martinez671@example.com,True
101088,Elizabeth Smith,40,Unknown,Kenya,2024-10-22,158.36,elizabethsmithAT example dot com,True
100557,Joseph Okafor,55,Male,Unknown,2024-07-07,84.68,joseph.okafor169@example.com,True
100433,Thomas Ndlovu,73,Unknown,Unknown,2020-11-28,115.75,thomas.ndlovu356@example.com,True
101376,Linda Mensah,53,Male,United Kingdom,2020-06-15,253.14,linda.mensah640@example.com,True
101136,Susan Williams,54,Male,Nigeria,2022-01-16,65.18,susan.williams362@example.com,True
101145,Susan Okafor,47,Male,Canada,2021-06-05,140.12,susan.okafor262@example.com,True
100786,Amara Ndlovu,45,Male,Kenya,,137.75,amara.ndlovu671@example.com,True
100707,Robert Smith,25,Unknown,Kenya,2020-05-10,156.5,robert.smith80@example.com,True
100325,Richard Martinez,47,Female,Canada,2021-10-21,88.0,richard.martinez8@example.com,True
101257,Barbara Abara,27,Unknown,United Kingdom,2023-01-27,248.48,barbara.abara24@example.com,True
101427,Linda Okafor,70,Unknown,Canada,2023-12-02,140.12,linda.okafor409@example.com,True
100730,Karen Garcia,45,Unknown,Canada,2022-07-19,226.18,karen.garcia74@example.com,True
101266,Wanjiru Martinez,49,Male,Nigeria,,140.12,wanjiru.martinez568@example.com,True
101367,William Mensah,38,Unknown,United States,2021-02-12,140.12,william.mensah618@example.com,True
100573,John Martinez,50,Female,United Kingdom,2020-05-08,102.91,john.martinez208@example.com,True
100731,Jessica Mensah,45,Unknown,Nigeria,2020-06-13,138.93,jessica.mensah62@example.com,True
100378,Zola Davis,45,Unknown,United States,2024-04-18,44.21,zola.davis593@example.com,True
101354,Robert Kimani,73,Unknown,Nigeria,2020-10-13,94.8,robert.kimani747@example.com,True
101363,Zola Jones,41,Unknown,United States,2021-04-24,29.21,zola.jones420@example.com,True
100497,Chidi Martinez,58,Unknown,United Kingdom,2020-02-03,213.28,chidi.martinez473@example.com,True
100828,James Brown,34,Unknown,United Kingdom,2023-07-03,17.76,james.brown666@example.com,True
100992,Chidi Ndlovu,59,Unknown,Kenya,2022-01-05,168.36,chidi.ndlovu948@example.com,True
101443,Chidi Johnson,41,Male,Unknown,2022-08-28,131.46,chidi.johnson602@example.com,True
100612,Jessica Ndlovu,53,Male,Kenya,2023-10-24,110.87,jessica.ndlovu814@example.com,True
100073,Linda Davis,54,Female,Canada,2023-04-09,93.14,linda.davis348@example.com,True
100489,Elizabeth Brown,34,Unknown,Nigeria,2021-03-21,157.12,elizabeth.brown758@example.com,True
101043,William Okafor,45,Female,United States,2020-07-03,174.25,william.okafor68@example.com,True
100288,Elizabeth Kimani,30,Female,United Kingdom,2024-08-27,80.33,elizabeth.kimani370@example.com,True
101365,Elizabeth Abara,49,Female,Nigeria,,82.16,elizabeth.abara528@example.com,True
101125,Chidi Abara,25,Female,United States,2021-09-05,140.12,,False
101328,Robert Garcia,21,Unknown,Kenya,2020-07-31,140.12,robert.garcia926@example.com,True
100664,Barbara Mensah,22,Unknown,United Kingdom,2021-09-22,96.7,barbara.mensah576@example.com,True
100964,Karen Miller,56,Female,Nigeria,2022-02-25,81.34,karen.miller144@example.com,True
101092,Jessica Smith,27,Male,Kenya,2024-06-11,71.39,jessica.smith961@example.com,True
100175,John Johnson,44,Unknown,Kenya,,69.88,john.johnson121@example.com,True
100148,Mary Jones,41,Unknown,Unknown,2023-10-29,99.49,mary.jones703@example.com,True
100860,Kwame Brown,24,Unknown,Kenya,2020-01-28,239.44,kwame.brown298@example.com,True
101382,Patricia Jones,35,Male,United States,2020-06-20,344.73,patricia.jones58@example.com,True
100700,Karen Mensah,29,Female,Kenya,2023-04-14,173.7,karen.mensah172@example.com,True
100304,Karen Williams,54,Female,United States,2022-08-29,147.94,karenwilliamsAT example dot com,True
100344,Sarah Jones,69,Male,Kenya,,119.08,sarah.jones634@example.com,True
100836,Jennifer Miller,68,Male,Canada,2024-03-19,279.96,jennifer.miller830@example.com,True
100136,Susan Miller,64,Unknown,Canada,2024-11-09,140.12,susan.miller656@example.com,True
100278,John Johnson,71,Female,United States,2021-06-05,104.88,john.johnson793@example.com,True
100458,Linda Jones,53,Female,Unknown,2024-02-09,140.12,linda.jones184@example.com,True
100647,Patricia Williams,21,Female,Kenya,2024-11-02,140.12,patricia.williams490@example.com,True
101373,Linda Okafor,51,Female,United Kingdom,2023-02-10,125.63,linda.okafor211@example.com,True
100398,Jennifer Kimani,38,Female,Canada,2024-01-09,117.41,jennifer.kimani490@example.com,True
101030,Richard Abara,64,Female,United Kingdom,2024-07-14,37.45,richard.abara811@example.com,True
100232,Chidi Jones,43,Male,Canada,2020-08-03,362.45,chidi.jones466@example.com,True
101475,Joseph Kimani,24,Unknown,United States,2024-08-03,337.3,joseph.kimani229@example.com,True
100538,David Okafor,56,Unknown,Kenya,,291.66,david.okafor338@example.com,True
100823,Sarah Davis,51,Male,United States,2021-05-19,220.09,sarahdavisAT example dot com,True
101479,James Mensah,61,Unknown,Nigeria,2020-09-28,140.12,james.mensah717@example.com,True
100394,James Brown,53,Male,Canada,2021-07-19,362.45,james.brown784@example.com,True
100814,William Abara,66,Unknown,United Kingdom,2021-09-10,140.12,william.abara611@example.com,True
100604,Jessica Davis,27,Unknown,United States,2022-11-27,271.92,jessica.davis710@example.com,True
101138,Susan Johnson,38,Unknown,United Kingdom,2024-03-07,137.02,susan.johnson556@example.com,True
101341,Michael Jones,20,Unknown,Nigeria,2020-08-25,158.25,,False
100177,David Smith,53,Male,Kenya,2021-01-10,140.12,davidsmithAT example dot com,True
100921,Karen Davis,65,Male,United Kingdom,2020-05-30,71.62,karen.davis886@example.com,True
100570,Amara Rodriguez,50,Unknown,Kenya,2020-12-02,227.74,,False
101199,John Miller,59,Male,Nigeria,2021-09-15,161.54,john.miller412@example.com,True
100442,Sarah Davis,45,Female,Canada,2021-10-27,74.25,sarah.davis76@example.com,True
100128,Kwame Abara,37,Female,United Kingdom,2022-05-04,174.28,kwame.abara12@example.com,True
100989,Thomas Davis,71,Female,Canada,2022-07-05,92.83,thomas.davis827@example.com,True
101379,Zola Martinez,20,Female,United States,2021-07-04,362.45,zola.martinez702@example.com,True
100434,Jennifer Abara,45,Female,United Kingdom,2022-11-26,362.45,jennifer.abara135@example.com,True
101181,Amara Brown,27,Female,Canada,2024-08-21,264.83,amara.brown376@example.com,True
100194,Wanjiru Rodriguez,69,Male,United Kingdom,2021-06-18,82.44,wanjiru.rodriguez356@example.com,True
101152,Susan Mensah,45,Female,United Kingdom,2021-07-12,227.8,susan.mensah100@example.com,True
100608,Barbara Garcia,56,Unknown,United States,2022-07-14,44.6,barbara.garcia112@example.com,True
100309,Sarah Rodriguez,24,Male,Canada,2021-08-20,85.24,sarah.rodriguez702@example.com,True
101399,Karen Miller,43,Unknown,United Kingdom,2020-05-11,362.45,karen.miller725@example.com,True
101073,Susan Smith,45,Unknown,United States,2023-04-06,88.26,,False
101259,William Jones,27,Male,Nigeria,2021-04-26,83.19,williamjonesAT example dot com,True
100531,Barbara Jones,24,Male,United Kingdom,2024-06-23,97.73,,False
100216,Jessica Garcia,58,Male,Nigeria,2020-04-24,111.1,jessica.garcia233@example.com,True
100641,Barbara Miller,45,Male,United States,2023-01-25,157.97,barbara.miller449@example.com,True
100447,David Williams,43,Unknown,Kenya,2024-02-04,140.12,david.williams43@example.com,True
100488,Patricia Ndlovu,24,Male,United States,2022-05-03,360.35,patricia.ndlovu190@example.com,True
100549,Susan Abara,50,Unknown,Kenya,2024-02-16,54.34,,False
100430,Thomas Smith,45,Male,United States,2024-04-12,128.21,thomas.smith196@example.com,True
101101,Linda Jones,50,Unknown,United States,,362.45,linda.jones181@example.com,True
100356,Chidi Brown,65,Male,United Kingdom,2021-06-28,208.21,chidi.brown141@example.com,True
100411,Mary Mensah,21,Female,United Kingdom,,31.89,mary.mensah645@example.com,True
101308,Wanjiru Brown,30,Unknown,Kenya,2020-07-09,222.98,wanjiru.brown494@example.com,True
100625,Patricia Abara,37,Female,United States,2020-05-08,362.45,patricia.abara803@example.com,True
100514,Jessica Johnson,30,Male,Nigeria,2022-02-01,333.6,jessica.johnson253@example.com,True
101044,Elizabeth Jones,40,Female,United Kingdom,2021-08-13,86.48,elizabeth.jones378@example.com,True
100319,Joseph Garcia,45,Female,United Kingdom,,18.7,joseph.garcia364@example.com,True
101153,Joseph Kimani,58,Male,Kenya,2020-04-29,77.84,joseph.kimani24@example.com,True
100189,Zola Jones,37,Female,United States,2024-09-19,109.07,zola.jones97@example.com,True
100044,Amara Garcia,48,Unknown,United Kingdom,2023-10-18,140.12,amara.garcia144@example.com,True
100694,Elizabeth Miller,64,Unknown,United Kingdom,2022-06-24,173.46,,False
101217,Wanjiru Miller,45,Male,Canada,2020-07-01,34.27,wanjiru.miller988@example.com,True
100320,William Williams,43,Male,Kenya,2020-02-14,136.39,william.williams384@example.com,True
101483,Michael Johnson,52,Unknown,Canada,2023-02-15,140.12,michael.johnson174@example.com,True
100085,John Mensah,34,Unknown,Kenya,,212.98,john.mensah602@example.com,True
101232,Sarah Ndlovu,59,Male,Canada,2020-02-17,140.83,sarah.ndlovu520@example.com,True
100066,Patricia Martinez,44,Male,United Kingdom,2021-04-11,105.94,patricia.martinez331@example.com,True
101230,David Smith,60,Male,United Kingdom,2020-08-26,116.27,david.smith853@example.com,True
100983,Joseph Williams,45,Female,United Kingdom,,66.35,,False
100311,Susan Mensah,34,Female,United States,2024-08-13,164.1,susan.mensah834@example.com,True
100046,Chidi Jones,54,Unknown,United Kingdom,2023-07-01,153.35,chidi.jones766@example.com,True
101215,Amara Ndlovu,39,Male,United Kingdom,2023-01-30,141.93,amara.ndlovu282@example.com,True
100331,Joseph Rodriguez,42,Female,Nigeria,2022-06-20,362.45,joseph.rodriguez762@example.com,True
101402,David Abara,26,Female,Kenya,2020-09-16,162.64,david.abara200@example.com,True
