CustomerID,FullName,Age,Gender,Country,SignupDate,PurchaseAmount,Email
100856,Robert Okafor,36 years,nan,UK,01-Aug-2021,$266.08,robert.okafor300@example.com
100349,Susan Williams,237,MALE,kenya,09/08/2024,,susan.williams692@example.com
100397,Sarah Smith,39,nan,uk,04/11/2023,53.43,sarah.smith67@example.com
100135,william garcia,38,Male,KENYA,2021/01/16,175.33,
101246,  Chidi   Martinez  ,59 years,nan,United States,2021-04-02,213.29,chidi.martinez390@example.com
101059,John Miller,35,Male,CANADA,12/20/2022,57.83,john.miller523@example.com
100857,  Chidi   Miller  ,70,nan,UK,,122.57,chidi.miller331@example.com
100455,Jessica Miller,27,nan,Canada,2020-04-12,137.87,jessica.miller687@example.com
100802,Wanjiru Jones,-23,nan,U.S.A,05/09/2020,256.76,wanjiru.jones211@example.com
100916,  Joseph   Smith  ,71,nan,UK,14/08/2023,79.53,joseph.smith680@example.com
101441,James Johnson,22 years,Female,Canada,17-Mar-2024,65.51,james.johnson860@example.com
101490,thomas kimani,67,Female,United Kingdom,22/10/2022,5065.61,thomas.kimani276@example.com
101488,Wanjiru Williams,55,M,nan,03/04/2024,65.97,wanjiru.williams664@example.com
101094,Robert Miller,42,F,Nigeria,2024/11/04,4253.39,robert.miller877@example.com
100993,  William   Rodriguez  ,51,f,KENYA,17-Jul-2022,$162.64,william.rodriguez84@example.com
100239,Wanjiru Jones,26,nan,United States,10/19/2024,135.35,wanjiru.jones320@example.com
100061,Sarah Mensah,73,male,kenya,14-Nov-2022,506.41,sarah.mensah825@example.com
101244,Jessica Williams,,f,United Kingdom,not available,9881.78,jessica.williams771@example.com
100891,  John   Okafor  ,55,M,kenya,2021-08-20,84.91,john.okafor60@example.com
100807,Jessica Ndlovu,39,nan,canada,09/07/2023,-220.0,jessica.ndlovu669@example.com
101375,william smith,51,female,USA,20-Mar-2024,109.76,william.smith788@example.com
100975,patricia okafor,21,nan,nigeria,22-Jul-2024,262.98,patricia.okafor710@example.com
101065,Joseph Jones,30,female,United States,31-Dec-2021,,joseph.jones712@example.com
100940,LINDA WILLIAMS,65,nan,United Kingdom,2021-12-08,32.24,linda.williams482@example.com
101282,  Robert   Brown  ,186,Female,U.K.,20/03/2021,120.76,robert.brown187@example.com
100292,  Elizabeth   Johnson  ,294,F,Canada,16/04/2023,$54.53,elizabeth.johnson950@example.com
100368,Karen Ndlovu,18,M,us,23-Mar-2024,109.79,karen.ndlovu127@example.com
101468,Sarah Martinez,36,Female,United Kingdom,2023-07-10,74.97,sarah.martinez844@example.com
101474,LINDA MENSAH,18,Female,U.S.A,15-Oct-2024,89.82,linda.mensah310@example.com
100041,Elizabeth Kimani,67,FEMALE,nigeria,26/03/2021,188.62,elizabeth.kimani583@example.com
101391,David Smith,59,MALE,CANADA,2022-09-04,303.99,david.smith687@example.com
100537,Amara Ndlovu,50,f,KENYA,14/04/2024,125.52,amara.ndlovu780@example.com
100632,Jennifer Rodriguez,67,Male,KENYA,07-Mar-2024,45.11,jennifer.rodriguez925@example.com
101045,Patricia Okafor,30,f,Kenya,05/26/2024,$221.53,patriciaokaforAT example dot com
101077,  Mary   Okafor  ,35,Female,United Kingdom,2020/09/15,204.81,mary.okafor567@example.com
100591,  Linda   Kimani  ,24,Male,kenya,07/29/2020,282.5,linda.kimani377@example.com
101390,Joseph Smith,30 years,Male,U.S.A,07/15/2024,281.23,joseph.smith552@example.com
101224,  James   Davis  ,73,Male,UK,31/03/2023,265.07,james.davis131@example.com
100709,SARAH OKAFOR,36,male,United States,2023-02-27,$254.65,
100679,Sarah Martinez,40,nan,Kenya,17-Jun-2023,112.59,sarah.martinez978@example.com
100678,LINDA JOHNSON,64,F,UK,,54.95,linda.johnson184@example.com
100552,MICHAEL WILLIAMS,64,male,us,11/12/2021,63.06,michael.williams307@example.com
100675,Jessica Johnson,68,Male,USA,13/12/2021,164.32,jessica.johnson562@example.com
100324,Kwame Martinez,69,Male,uk,2021-06-16,77.15,kwame.martinez505@example.com
100388,Elizabeth Garcia,48,nan,U.S.A,,155.9,elizabeth.garcia776@example.com
100672,  William   Mensah  ,41,Male,Kenya,2023/07/05,158.87,william.mensah621@example.com
100363,Joseph Brown,34,m,nan,2020/12/09,77.57,joseph.brown691@example.com
101351,Sarah Davis,31,F,U.K.,2022/11/05,$70.00,
100482,MARY JONES,28,female,nan,29/08/2024,174.85,mary.jones744@example.com
101117,Karen Martinez,65,F,Kenya,2020/09/22,-137.23,karen.martinez705@example.com
100472,ROBERT NDLOVU,56,Female,Nigeria,03/07/2024,156.46,robert.ndlovu396@example.com
101409,Barbara Brown,236,Female,United Kingdom,08/25/2022,,barbara.brown462@example.com
100042,Joseph Ndlovu,70,F,U.K.,02/09/2024,144.65,joseph.ndlovu933@example.com
101398,linda smith,26,M,CANADA,15/09/2020,103.73,linda.smith405@example.com
101206,Linda Davis,28,Male,kenya,2023-06-05,148.42,linda.davis441@example.com
101320,Joseph Garcia,68,nan,Nigeria,22/04/2021,,joseph.garcia577@example.com
101201,susan kimani,35,Male,Nigeria,02/24/2024,72.9,susan.kimani757@example.com
100536,KAREN NDLOVU,31,m,kenya,2021-01-16,181.48,karen.ndlovu328@example.com
100776,Thomas Davis,,Male,CANADA,05/23/2023,255.71,thomas.davis973@example.com
100022,Michael Brown,36,nan,Canada,26-Apr-2024,,michael.brown300@example.com
101167,Kwame Davis,30,nan,USA,19/01/2022,93.63,kwame.davis230@example.com
101261,John Garcia,,M,uk,15-Nov-2021,$107.03,john.garcia672@example.com
100922,  Linda   Garcia  ,67,nan,KENYA,12/25/2020,453.59,linda.garcia844@example.com
101331,LINDA JOHNSON,22,Female,us,2022-10-01,103.21,linda.johnson521@example.com
100093,Wanjiru Mensah,50,Female,nigeria,04/20/2024,67.12,wanjiru.mensah793@example.com
100255,  John   Rodriguez  ,62,male,U.K.,04/27/2020,,john.rodriguez877@example.com
100088,Amara Abara,70,M,nigeria,2024-10-08,175.27,amara.abara189@example.com
101159,  Elizabeth   Williams  ,61,nan,United States,05/20/2023,139.07,elizabeth.williams347@example.com
101447,Barbara Johnson,67,M,U.S.A,,122.18,barbara.johnson855@example.com
100834,  John   Rodriguez  ,234,nan,U.S.A,01/12/2022,380.61,john.rodriguez885@example.com
100454,  Linda   Ndlovu  ,64,Female,nigeria,2022-03-26,-139.77,lindandlovuAT example dot com
101042,linda williams,40,Male,Nigeria,,14.51,linda.williams312@example.com
100815,John Mensah,,Female,KENYA,2021/03/18,60.51,john.mensah128@example.com
100499,  Wanjiru   Smith  ,228,f,U.K.,2024-07-08,112.51,wanjiru.smith155@example.com
100247,JESSICA WILLIAMS,73,Male,KENYA,08-Feb-2024,,jessica.williams441@example.com
101491,  Sarah   Garcia  ,69,F,nan,2020-05-21,10644.46,sarah.garcia579@example.com
100053,mary smith,33,nan,us,03-Oct-2021,100.35,mary.smith4@example.com
100340,joseph rodriguez,74,m,Kenya,not available,$47.67,joseph.rodriguez251@example.com
100217,Jessica Kimani,41,male,Kenya,25-Mar-2024,158.55,jessica.kimani507@example.com
101304,Richard Garcia,49,Female,United States,24-Jun-2023,144.12,richard.garcia325@example.com
100082,DAVID ABARA,72,Male,UK,22-May-2023,,david.abara833@example.com
101186,DAVID MENSAH,32,Female,KENYA,07/06/2021,156.13,david.mensah808@example.com
101080,Karen Garcia,34,female,kenya,05/09/2023,,karen.garcia380@example.com
100329,Jennifer Davis,52,Female,kenya,,-81.45,jennifer.davis907@example.com
101464,WILLIAM MENSAH,32,male,Nigeria,2023/06/11,141.38,william.mensah374@example.com
100913,David Brown,44,Male,CANADA,2021-02-13,350.61,david.brown82@example.com
101120,michael williams,73,nan,Canada,06/26/2021,79.69,
100901,Sarah Abara,,Male,United States,2022-03-20,23.06,sarah.abara858@example.com
100873,Wanjiru Okafor,37,MALE,Canada,2024-08-01,$238.19,
101225,Kwame Ndlovu,69,Male,uk,18/08/2020,22.73,kwame.ndlovu678@example.com
101112,Wanjiru Miller,34,M,Kenya,01/10/2022,81.31,wanjiru.miller594@example.com
101276,Patricia Ndlovu,55,M,nigeria,,,patricia.ndlovu497@example.com
100665,Charles Williams,47,F,uk,19-Mar-2023,146.48,charles.williams298@example.com
100117,  Thomas   Jones  ,37,female,KENYA,2020-04-21,321.21,
100026,Elizabeth Jones,54,nan,UK,05/01/2021,81.6,elizabeth.jones444@example.com
101360,Barbara Davis,36,nan,USA,02/09/2020,157.03,barbara.davis20@example.com
101021,  Zola   Rodriguez  ,67,Male,United States,15-Jan-2022,23.84,zola.rodriguez183@example.com
101371,Chidi Martinez,40,Male,Nigeria,2021/09/03,405.85,chidi.martinez712@example.com
101383,wanjiru ndlovu,-1,female,Nigeria,2022/01/15,192.74,wanjiru.ndlovu938@example.com
101129,karen jones,54,Female,U.K.,2020-09-30,96.61,karen.jones242@example.com
100905,  Kwame   Rodriguez  ,34,Male,uk,28-Jan-2024,171.18,kwame.rodriguez750@example.com
100763,Susan Miller,21,male,CANADA,,378.09,
100163,Amara Davis,48,nan,Kenya,2020/07/14,2721.87,amara.davis270@example.com
100907,  Sarah   Davis  ,58,nan,U.S.A,01/06/2021,51.73,sarah.davis893@example.com
100737,mary williams,35,F,U.S.A,2020-10-01,112.99,mary.williams427@example.com
100164,Susan Brown,44,Female,Canada,2022/10/19,130.98,susan.brown758@example.com
100214,Susan Kimani,288,nan,canada,11/14/2021,145.37,susan.kimani152@example.com
100460,  Wanjiru   Johnson  ,,F,canada,2021-11-17,21.68,wanjiru.johnson917@example.com
100744,KAREN ABARA,68,nan,United States,2024-05-29,129.84,
100402,Barbara Ndlovu,28,F,U.S.A,06/29/2023,6933.55,barbara.ndlovu459@example.com
100246,Mary Abara,19,Female,Canada,2022-03-14,79.04,mary.abara394@example.com
100195,Karen Johnson,41,FEMALE,U.K.,19/08/2020,514.51,karen.johnson734@example.com
100561,David Johnson,50,nan,KENYA,2020/10/08,287.02,david.johnson930@example.com
101116,DAVID JONES,38,f,nan,15-Aug-2023,617.29,david.jones361@example.com
101190,PATRICIA BROWN,28,Female,UK,11-Sep-2020,336.22,patricia.brown219@example.com
100816,BARBARA MARTINEZ,40,Male,kenya,09/01/2021,$50.69,barbara.martinez202@example.com
101364,David Rodriguez,59,female,USA,2020-12-10,21.12,
100654,  Linda   Rodriguez  ,,nan,nan,2021/04/21,88.96,linda.rodriguez633@example.com
100039,Susan Miller,64,nan,U.K.,21/03/2023,$116.79,susan.miller641@example.com
100043,sarah johnson,22,Female,U.S.A,2024-11-24,-41.81,sarah.johnson420@example.com
100169,  Jessica   Miller  ,,Female,U.K.,07/06/2024,119.81,jessica.miller423@example.com
100333,Patricia Martinez,45,nan,Nigeria,03-Nov-2020,81.62,patricia.martinez671@example.com
101088,elizabeth smith,40,nan,KENYA,2024/10/22,158.36,elizabethsmithAT example dot com
100557,joseph okafor,55,Male,nan,07-Jul-2024,84.68,joseph.okafor169@example.com
100433,Thomas Ndlovu,73,nan,nan,28-Nov-2020,$115.75,thomas.ndlovu356@example.com
101376,Linda Mensah,53,m,United Kingdom,15-Jun-2020,253.14,linda.mensah640@example.com
101136,Susan Williams,54,Male,nigeria,01/16/2022,$65.18,susan.williams362@example.com
101145,Susan Okafor,47,m,canada,06/05/2021,,susan.okafor262@example.com
100786,AMARA NDLOVU,,Male,KENYA,not available,$137.75,amara.ndlovu671@example.com
100707,  Robert   Smith  ,25,nan,KENYA,05/10/2020,$156.50,robert.smith80@example.com
100325,Richard Martinez,47 years,Female,CANADA,2021/10/21,88.0,richard.martinez8@example.com
101257,  Barbara   Abara  ,27,nan,uk,2023-01-27,248.48,barbara.abara24@example.com
101427,Linda Okafor,70,nan,Canada,2023-12-02,,linda.okafor409@example.com
100730,KAREN GARCIA,186,nan,canada,2022/07/19,226.18,karen.garcia74@example.com
101266,Wanjiru Martinez,49,Male,Nigeria,,,wanjiru.martinez568@example.com
101367,William Mensah,38,nan,us,02/12/2021,,william.mensah618@example.com
100573,  John   Martinez  ,50,Female,UK,08-May-2020,102.91,john.martinez208@example.com
100731,  Jessica   Mensah  ,252,nan,Nigeria,13-Jun-2020,138.93,jessica.mensah62@example.com
100378,Zola Davis,,nan,U.S.A,2024-04-18,$44.21,zola.davis593@example.com
101354,Robert Kimani,73,nan,nigeria,13-Oct-2020,94.80,robert.kimani747@example.com
101363,Zola Jones,41,nan,USA,2021/04/24,29.21,zola.jones420@example.com
100497,  Chidi   Martinez  ,58 years,nan,uk,02/03/2020,213.28,chidi.martinez473@example.com
100828,  James   Brown  ,34,nan,U.K.,07/03/2023,17.76,james.brown666@example.com
100992,Chidi Ndlovu,59,nan,Kenya,01/05/2022,$168.36,chidi.ndlovu948@example.com
101443,Chidi Johnson,41,male,nan,2022-08-28,131.46,chidi.johnson602@example.com
100612,  Jessica   Ndlovu  ,53,MALE,kenya,24/10/2023,110.87,jessica.ndlovu814@example.com
100073,Linda Davis,54,female,CANADA,04/09/2023,$93.14,linda.davis348@example.com
100489,Elizabeth Brown,34,nan,nigeria,21-Mar-2021,157.12,elizabeth.brown758@example.com
101043,  William   Okafor  ,151,Female,United States,03-Jul-2020,174.25,william.okafor68@example.com
100288,  Elizabeth   Kimani  ,30,Female,uk,08/27/2024,80.33,elizabeth.kimani370@example.com
101365,Elizabeth Abara,49,f,Nigeria,not available,82.16,elizabeth.abara528@example.com
101125,chidi abara,25,FEMALE,USA,2021/09/05,,
101328,Robert Garcia,21,nan,KENYA,31/07/2020,,robert.garcia926@example.com
100664,Barbara Mensah,22,nan,UK,22/09/2021,96.7,barbara.mensah576@example.com
100964,Karen Miller,56,f,nigeria,2022/02/25,81.34,karen.miller144@example.com
101092,  Jessica   Smith  ,27 years,M,kenya,11-Jun-2024,$71.39,jessica.smith961@example.com
100175,John Johnson,44,nan,KENYA,,69.88,john.johnson121@example.com
100148,  Mary   Jones  ,41,nan,nan,2023-10-29,99.49,mary.jones703@example.com
100860,Kwame Brown,24,nan,kenya,2020-01-28,239.44,kwame.brown298@example.com
101382,Patricia Jones,35,Male,us,2020-06-20,344.73,patricia.jones58@example.com
100700,karen mensah,29,Female,kenya,2023-04-14,173.70,karen.mensah172@example.com
100304,  Karen   Williams  ,54,female,United States,2022/08/29,147.94,karenwilliamsAT example dot com
100344,Sarah Jones,69,m,KENYA,,119.08,sarah.jones634@example.com
100836,JENNIFER MILLER,68,Male,canada,03/19/2024,$279.96,jennifer.miller830@example.com
100136,Susan Miller,64,nan,Canada,11/09/2024,-612.79,susan.miller656@example.com
100278,John Johnson,71,FEMALE,U.S.A,2021/06/05,104.88,john.johnson793@example.com
100458,linda jones,53,Female,nan,2024/02/09,,linda.jones184@example.com
100647,Patricia Williams,21,female,Kenya,02-Nov-2024,,patricia.williams490@example.com
101373,Linda Okafor,51,Female,uk,2023-02-10,125.63,linda.okafor211@example.com
100398,Jennifer Kimani,38,F,CANADA,01/09/2024,117.41,jennifer.kimani490@example.com
101030,Richard Abara,64,Female,United Kingdom,2024-07-14,$37.45,richard.abara811@example.com
100232,Chidi Jones,43,m,canada,2020/08/03,14286.18,chidi.jones466@example.com
101475,Joseph Kimani,24,nan,USA,2024-08-03,337.3,joseph.kimani229@example.com
100538,David Okafor,56,nan,kenya,,291.66,david.okafor338@example.com
100823,Sarah Davis,51,Male,us,05/19/2021,220.09,sarahdavisAT example dot com
101479,James Mensah,61,nan,nigeria,2020/09/28,,james.mensah717@example.com
100394,  James   Brown  ,53,male,canada,19-Jul-2021,7150.87,james.brown784@example.com
100814,William Abara,66,nan,uk,2021/09/10,,william.abara611@example.com
100604,  Jessica   Davis  ,27,nan,us,27-Nov-2022,$271.92,jessica.davis710@example.com
101138,SUSAN JOHNSON,38,nan,U.K.,07-Mar-2024,137.02,susan.johnson556@example.com
101341,Michael Jones,20,nan,nigeria,08/25/2020,158.25,
100177,DAVID SMITH,53,male,Kenya,01/10/2021,-115.94,davidsmithAT example dot com
100921,KAREN DAVIS,65,Male,uk,05/30/2020,$71.62,karen.davis886@example.com
100570,Amara Rodriguez,50,nan,Kenya,12/02/2020,227.74,
101199,John Miller,59,m,Nigeria,2021/09/15,161.54,john.miller412@example.com
100442,Sarah Davis,,Female,CANADA,2021/10/27,74.25,sarah.davis76@example.com
100128,Kwame Abara,37,f,UK,04-May-2022,174.28,kwame.abara12@example.com
100989,Thomas Davis,71,Female,Canada,05-Jul-2022,92.83,thomas.davis827@example.com
101379,Zola Martinez,20,F,United States,04-Jul-2021,6189.21,zola.martinez702@example.com
100434,  Jennifer   Abara  ,45,female,United Kingdom,26/11/2022,596.0,jennifer.abara135@example.com
101181,Amara Brown,27,F,canada,21/08/2024,264.83,amara.brown376@example.com
100194,  Wanjiru   Rodriguez  ,69,M,UK,18-Jun-2021,82.44,wanjiru.rodriguez356@example.com
101152,Susan Mensah,,Female,uk,12-Jul-2021,227.8,susan.mensah100@example.com
101042,linda williams,40,Male,Nigeria,,14.51,linda.williams312@example.com
100608,Barbara Garcia,56,nan,USA,2022-07-14,$44.60,barbara.garcia112@example.com
100309,Sarah Rodriguez,24,M,Canada,2021-08-20,85.24,sarah.rodriguez702@example.com
101399,karen miller,43,nan,United Kingdom,05/11/2020,511.64,karen.miller725@example.com
101073,  Susan   Smith  ,-28,nan,us,04/06/2023,88.26,
101259,WILLIAM JONES,27,Male,nigeria,04/26/2021,83.19,williamjonesAT example dot com
100531,Barbara Jones,24,Male,UK,23/06/2024,97.73,
100216,jessica garcia,58,M,nigeria,24-Apr-2020,111.10,jessica.garcia233@example.com
100641,Barbara Miller,-17,male,United States,25/01/2023,157.97,barbara.miller449@example.com
100447,David Williams,43,nan,KENYA,2024-02-04,-99.35,david.williams43@example.com
100488,  Patricia   Ndlovu  ,24,Male,us,03-May-2022,360.35,patricia.ndlovu190@example.com
100549,Susan Abara,50,nan,KENYA,16/02/2024,54.34,
100430,thomas smith,265,M,us,04/12/2024,128.21,thomas.smith196@example.com
101101,Linda Jones,50,nan,U.S.A,not available,12306.29,linda.jones181@example.com
100356,chidi brown,65,Male,UK,28/06/2021,208.21,chidi.brown141@example.com
100411,MARY MENSAH,21,Female,UK,not available,31.89,mary.mensah645@example.com
101308,  Wanjiru   Brown  ,30,nan,kenya,2020-07-09,222.98,wanjiru.brown494@example.com
100625,PATRICIA ABARA,37,female,us,05/08/2020,5890.35,patricia.abara803@example.com
100514,  Jessica   Johnson  ,30,Male,Nigeria,01-Feb-2022,$333.60,jessica.johnson253@example.com
101044,elizabeth jones,40,Female,UK,2021/08/13,86.48,elizabeth.jones378@example.com
100319,  Joseph   Garcia  ,,female,UK,,18.7,joseph.garcia364@example.com
101153,  Joseph   Kimani  ,58,male,KENYA,29/04/2020,77.84,joseph.kimani24@example.com
100189,ZOLA JONES,37,Female,United States,09/19/2024,$109.07,zola.jones97@example.com
100044,Amara Garcia,48,nan,UK,2023/10/18,,amara.garcia144@example.com
100694,Elizabeth Miller,64,nan,uk,24/06/2022,173.46,
101217,Wanjiru Miller,,male,canada,07/01/2020,34.27,wanjiru.miller988@example.com
100320,  William   Williams  ,43,M,kenya,14-Feb-2020,$136.39,william.williams384@example.com
101483,Michael Johnson,52,nan,canada,2023/02/15,,michael.johnson174@example.com
100085,john mensah,34,nan,KENYA,,212.98,john.mensah602@example.com
101232,Sarah Ndlovu,59,M,Canada,17-Feb-2020,140.83,sarah.ndlovu520@example.com
100066,Patricia Martinez,44,M,U.K.,2021-04-11,105.94,patricia.martinez331@example.com
101230,David Smith,60,male,U.K.,26/08/2020,$116.27,david.smith853@example.com
100983,joseph williams,,female,U.K.,not available,66.35,
100311,Susan Mensah,34,F,U.S.A,08/13/2024,$164.10,susan.mensah834@example.com
100046,Chidi Jones,54,nan,uk,07/01/2023,153.35,chidi.jones766@example.com
101215,Amara Ndlovu,39,M,UK,01/30/2023,141.93,amara.ndlovu282@example.com
100331,Joseph Rodriguez,42,female,nigeria,20-Jun-2022,6766.03,joseph.rodriguez762@example.com
101402,David Abara,26,female,Kenya,2020/09/16,162.64,david.abara200@example.com
100716,elizabeth johnson,23,nan,nigeria,2021/03/08,105.83,elizabeth.johnson263@example.com
100083,  David   Smith  ,35,nan,Kenya,08/28/2022,80.97,david.smith727@example.com
101411,  Wanjiru   Miller  ,72,Female,nan,2020/06/10,73.45,wanjiru.miller573@example.com
101188,  Karen   Brown  ,51,F,nigeria,03/20/2022,163.21,karen.brown678@example.com
100789,Susan Miller,39 years,F,UK,05/11/2020,142.58,susan.miller802@example.com
100851,james garcia,30,nan,canada,2023/05/07,,james.garcia793@example.com
101011,Sarah Miller,62,Female,Nigeria,11/15/2023,77.61,sarah.miller30@example.com
101458,  Jennifer   Okafor  ,36 years,male,nan,23/11/2021,332.98,jennifer.okafor37@example.com
100701,William Davis,21,nan,UK,2022-01-22,287.47,william.davis454@example.com
100658,  Richard   Miller  ,70,female,Canada,2021/11/21,150.23,richard.miller918@example.com
100346,robert garcia,69,female,Canada,10/14/2022,368.97,robert.garcia765@example.com
100425,Linda Williams,19,FEMALE,KENYA,02/21/2024,96.78,
100067,JENNIFER ABARA,21,M,nigeria,08-Sep-2020,$54.36,jennifer.abara822@example.com
100793,Mary Davis,58,female,United States,12/12/2023,201.09,mary.davis702@example.com
100025,jennifer mensah,68,nan,us,06-Mar-2023,235.12,jennifer.mensah603@example.com
100980,  Jessica   Okafor  ,26,female,KENYA,2023-11-30,$150.80,jessica.okafor974@example.com
